net,length_um
_138_\[29\],11.135
_04275_,11.13
_01201_,11.12
_06327_,11.12
_02019_,11.115
_02742_,11.115
_05011_,11.115
_06212_,11.115
_02043_,11.11
_00231_,11.1
_00934_,11.085
_00992_,11.08
_02198_,11.08
_01377_,11.075
_01768_,11.075
_02130_,11.075
_02947_,11.075
_03264_,11.075
_04384_,11.075
_05198_,11.075
_122_\[12\],11.065
_130_\[1\],11.055
_03002_,11.045
_00631_,11.04
_04429_,11.04
_01517_,11.035
_05605_,11.035
_05959_,11.035
_04515_,11.03
_01825_,11.025
_03336_,11.025
_05148_,11.02
_05220_,11.02
_05619_,11.02
_03312_,11.015
_126_\[30\],11.005
_00346_,11
_05205_,11
dout[10],11
dout[15],11
dout[16],11
dout[1],11
dout[26],11
dout[7],11
_01224_,10.995
_02774_,10.995
_05050_,10.995
_05664_,10.995
_06274_,10.995
_04504_,10.975
_02560_,10.97
_00745_,10.965
_01940_,10.955
_04722_,10.955
_05032_,10.955
_05120_,10.955
_06355_,10.955
_138_\[0\],10.955
_03316_,10.93
_02478_,10.92
_02505_,10.92
_02945_,10.92
_04357_,10.915
_04374_,10.915
_05116_,10.915
_05186_,10.915
_05570_,10.915
_05326_,10.9
_05799_,10.9
_06438_,10.9
_01949_,10.89
_00311_,10.88
_01447_,10.88
_02884_,10.875
_03033_,10.875
_03247_,10.875
_03686_,10.875
_04857_,10.875
_05051_,10.875
_06397_,10.875
_03323_,10.86
_05857_,10.86
_02507_,10.845
_03767_,10.84
_01911_,10.835
_02857_,10.835
_03994_,10.835
_05000_,10.835
_05436_,10.835
_00736_,10.825
_01966_,10.815
_03558_,10.815
_05398_,10.815
_02093_,10.81
_03092_,10.8
_03966_,10.8
_05879_,10.8
_06198_,10.8
_03481_,10.795
_04824_,10.795
_04041_,10.79
_05403_,10.79
_00219_,10.785
_03752_,10.785
_02688_,10.78
_04234_,10.775
_04617_,10.76
_03120_,10.755
_05835_,10.755
_136_\[26\],10.755
_02703_,10.75
_04169_,10.75
_00907_,10.74
_01348_,10.74
_01665_,10.74
_05111_,10.74
_122_\[19\],10.74
_237_\[31\],10.74
_05875_,10.72
_03259_,10.715
_05151_,10.715
_116_\[6\],10.715
_02497_,10.71
_03695_,10.71
_05975_,10.71
_03944_,10.7
_00332_,10.695
_02715_,10.695
_06013_,10.695
_02449_,10.69
_01170_,10.675
_02332_,10.675
_04441_,10.675
_05543_,10.675
_05567_,10.675
_02815_,10.66
_05937_,10.66
_122_\[16\],10.66
_00672_,10.655
_03256_,10.655
_05085_,10.655
_06106_,10.655
_06237_,10.655
_02902_,10.65
_02112_,10.635
_02246_,10.635
_01830_,10.63
_05643_,10.63
_04506_,10.625
_00357_,10.62
_01722_,10.615
_02049_,10.615
_02972_,10.615
_03493_,10.615
_05084_,10.615
_06279_,10.615
_02317_,10.61
_05529_,10.61
_00703_,10.605
_00410_,10.6
_03691_,10.595
_04359_,10.58
_02778_,10.575
_03702_,10.575
_04622_,10.575
_04709_,10.575
_04927_,10.575
_05136_,10.575
_05483_,10.575
_06168_,10.575
_06284_,10.575
_120_\[17\],10.57
_03819_,10.555
_00874_,10.54
_01372_,10.535
_01431_,10.535
_02822_,10.535
_04609_,10.535
_05994_,10.535
_06147_,10.535
_06374_,10.535
_04101_,10.53
_116_\[1\],10.525
_04767_,10.52
_01908_,10.515
_05519_,10.515
_01017_,10.5
_03255_,10.5
_06007_,10.5
_01478_,10.495
_01591_,10.495
_02498_,10.495
_02536_,10.495
_02722_,10.495
_03573_,10.495
_03685_,10.495
_03711_,10.495
_03826_,10.495
_05345_,10.495
_05586_,10.495
_122_\[18\],10.495
_126_\[3\],10.495
_03450_,10.49
_03154_,10.475
_06158_,10.475
_02121_,10.465
_02911_,10.465
_246_\[5\],10.465
_00528_,10.46
_01753_,10.46
_03423_,10.46
_04183_,10.46
_03063_,10.455
_05218_,10.455
_06076_,10.455
_03982_,10.44
_05187_,10.435
_130_\[19\],10.435
_00162_,10.425
_05620_,10.415
_06111_,10.415
_06245_,10.415
_00306_,10.405
_01456_,10.4
_03398_,10.4
_03507_,10.4
_04172_,10.4
_04770_,10.4
_05154_,10.4
_02128_,10.395
_04307_,10.39
_03479_,10.375
_246_\[8\],10.375
_01998_,10.37
_00728_,10.365
_120_\[19\],10.355
_04167_,10.34
dout[13],10.34
_01975_,10.335
_03578_,10.335
_04288_,10.335
_05911_,10.335
_01760_,10.33
_03392_,10.33
_04000_,10.325
_02700_,10.32
_05207_,10.32
_06192_,10.32
_01618_,10.315
_04710_,10.315
_00639_,10.3
_04481_,10.295
_04798_,10.295
_02909_,10.29
_03425_,10.29
_02984_,10.28
_03473_,10.28
_05005_,10.28
_02637_,10.275
_04760_,10.275
_05870_,10.275
_01016_,10.26
_02792_,10.26
_02866_,10.26
_03593_,10.26
_02024_,10.255
_02487_,10.255
_03064_,10.255
_04706_,10.255
_246_\[17\],10.255
_246_\[4\],10.255
_02461_,10.25
_05473_,10.24
_02960_,10.235
_01011_,10.22
_04539_,10.215
_02927_,10.21
_03210_,10.21
_02599_,10.2
_04924_,10.2
_00700_,10.195
_02039_,10.195
_04331_,10.195
_05238_,10.195
_06177_,10.18
_02195_,10.175
_04466_,10.175
_05897_,10.175
_06020_,10.175
_06088_,10.175
_06467_,10.175
_02376_,10.17
_00705_,10.165
_03747_,10.16
_05056_,10.16
_00583_,10.155
_03119_,10.155
_03626_,10.155
_03850_,10.155
_04024_,10.155
_04626_,10.155
_04789_,10.155
_04832_,10.155
_04968_,10.155
_06009_,10.155
_06144_,10.155
_05530_,10.15
_00382_,10.14
_04814_,10.135
_00849_,10.12
_01401_,10.115
_01571_,10.115
_03724_,10.115
_04647_,10.115
_04779_,10.115
_06091_,10.115
_00883_,10.105
_00761_,10.08
_01066_,10.08
_01152_,10.075
_01402_,10.075
_01611_,10.075
_04145_,10.075
_05069_,10.065
_02843_,10.05
_00689_,10.04
_02215_,10.04
_03333_,10.04
_04594_,10.04
_05332_,10.04
_128_\[17\],10.04
_01750_,10.035
_01896_,10.035
_03147_,10.035
_03654_,10.035
_03761_,10.035
_03786_,10.035
_04644_,10.035
_04673_,10.035
_04906_,10.035
_05137_,10.035
_06120_,10.035
_06407_,10.035
_122_\[23\],10.035
_06172_,10.015
_01757_,10.01
_246_\[23\],10.005
_04532_,10
_05859_,10
_01379_,9.995
_02705_,9.995
_03308_,9.995
_03569_,9.995
_03811_,9.995
_04283_,9.995
_04411_,9.995
_04843_,9.995
_05199_,9.995
_05311_,9.995
_05661_,9.995
_06325_,9.995
_06326_,9.995
_01622_,9.98
_120_\[13\],9.975
_246_\[10\],9.965
din[22],9.965
_00862_,9.96
_03602_,9.96
_01573_,9.955
_03197_,9.955
_04497_,9.955
_02958_,9.95
_05732_,9.945
_05371_,9.94
_02438_,9.93
_01955_,9.92
_04554_,9.92
_02154_,9.915
_126_\[7\],9.915
_01996_,9.91
_00695_,9.905
_02978_,9.9
_05976_,9.895
_02955_,9.89
_00161_,9.885
_04265_,9.885
din[1],9.885
_01935_,9.88
_03924_,9.88
_04116_,9.88
_05310_,9.88
_05353_,9.88
_05721_,9.88
dout[6],9.88
_02512_,9.875
_00266_,9.86
_03434_,9.86
_05508_,9.86
din[12],9.86
din[21],9.86
_01391_,9.855
_03357_,9.855
_04882_,9.855
_225_\[6\],9.855
_02889_,9.84
_03115_,9.84
_02210_,9.835
_02279_,9.835
_05552_,9.835
_05856_,9.835
din[19],9.825
_03364_,9.82
_04286_,9.82
_04653_,9.82
_01540_,9.815
_01943_,9.815
_03988_,9.815
_04256_,9.815
_05948_,9.815
_136_\[10\],9.815
_04221_,9.81
_02307_,9.8
_03508_,9.795
_03813_,9.795
_02381_,9.79
_05557_,9.79
_00125_,9.78
_06290_,9.78
_00286_,9.775
_01144_,9.775
_02867_,9.77
_00969_,9.745
_00873_,9.74
_02231_,9.735
_06481_,9.735
_00155_,9.72
_01093_,9.72
_02276_,9.715
_03281_,9.715
_03684_,9.715
_03645_,9.71
_04805_,9.7
_05106_,9.7
_02171_,9.695
_02310_,9.695
_02318_,9.695
_02360_,9.695
_02550_,9.695
_03542_,9.695
_04700_,9.695
_04755_,9.695
_05061_,9.695
_05558_,9.69
_03671_,9.68
_00824_,9.66
_04013_,9.66
_04873_,9.66
_06019_,9.66
_01223_,9.655
_03018_,9.655
_05201_,9.655
_06277_,9.655
_00488_,9.645
_00143_,9.635
_02059_,9.635
_04796_,9.625
_00379_,9.62
_01099_,9.62
_00427_,9.615
_01378_,9.615
_02295_,9.615
_03889_,9.615
_04236_,9.615
_05520_,9.615
dout[12],9.605
dout[29],9.605
dout[5],9.605
_05784_,9.6
_03036_,9.59
_06034_,9.59
_03280_,9.58
_02092_,9.575
_03094_,9.575
_04094_,9.575
_04561_,9.575
_04926_,9.575
_05496_,9.575
_05700_,9.575
_06048_,9.575
_122_\[10\],9.575
_03160_,9.57
_00236_,9.565
_03728_,9.555
_03219_,9.55
_00515_,9.54
_03313_,9.54
_05142_,9.54
_05651_,9.54
_01114_,9.535
_01502_,9.535
_02474_,9.535
_03518_,9.535
_04694_,9.535
_05015_,9.535
_05132_,9.535
_06405_,9.535
_01766_,9.52
_03793_,9.52
_04992_,9.52
_05133_,9.52
_05769_,9.51
_03553_,9.5
_04397_,9.5
_01759_,9.495
_128_\[31\],9.49
_03401_,9.48
_03665_,9.48
_04335_,9.48
_05021_,9.48
_01051_,9.475
_02997_,9.475
_04465_,9.47
_01787_,9.46
_03098_,9.46
_03194_,9.46
_06075_,9.46
_124_\[11\],9.46
_00344_,9.455
_03088_,9.455
_03522_,9.455
_05049_,9.455
_04067_,9.45
_00485_,9.445
_00789_,9.445
_03331_,9.445
_392_\[3\],9.445
_04573_,9.435
_04775_,9.435
_02860_,9.42
_05314_,9.42
_01853_,9.415
_03693_,9.415
_00823_,9.4
_02988_,9.4
_03778_,9.4
din[30],9.4
din[3],9.4
_04764_,9.395
dout[4],9.385
_04240_,9.38
_02632_,9.375
_04698_,9.375
_00863_,9.36
_04723_,9.36
_06183_,9.36
_06259_,9.36
_00990_,9.355
_01893_,9.355
_02745_,9.355
_05295_,9.355
_04591_,9.35
_02400_,9.335
_05915_,9.335
_05985_,9.335
_00996_,9.325
_01356_,9.32
_03181_,9.32
_05273_,9.32
_04951_,9.315
_04904_,9.31
_02030_,9.3
_02755_,9.3
_02873_,9.3
_02942_,9.3
_02991_,9.28
_00673_,9.275
_01656_,9.275
_01794_,9.275
_02089_,9.275
_02577_,9.275
_05391_,9.275
_06476_,9.275
_00107_,9.26
_04571_,9.26
_01995_,9.255
_01997_,9.255
_02228_,9.255
_03443_,9.255
_03480_,9.255
_04155_,9.255
_05105_,9.255
_05626_,9.255
_02985_,9.25
_05656_,9.25
_01376_,9.235
_01552_,9.235
_01931_,9.235
_02897_,9.235
_02990_,9.235
_03649_,9.235
_04312_,9.235
_04787_,9.235
_04852_,9.235
_06137_,9.235
_06457_,9.235
_00218_,9.22
_03674_,9.215
_04551_,9.215
_04938_,9.215
_05642_,9.205
_00973_,9.2
_04896_,9.195
_04962_,9.195
_06103_,9.195
_00557_,9.185
_00878_,9.185
_04645_,9.175
_06477_,9.175
_00572_,9.16
_00733_,9.16
_01570_,9.16
_04675_,9.16
_05443_,9.16
_06132_,9.16
_01221_,9.155
_02370_,9.155
_02844_,9.155
_03612_,9.155
_03789_,9.155
_04791_,9.155
_04817_,9.155
_05016_,9.155
_05407_,9.155
_06023_,9.155
_06129_,9.155
_01959_,9.15
_02459_,9.15
_01143_,9.145
_03554_,9.14
_02079_,9.135
_02084_,9.135
_05602_,9.135
_04392_,9.13
_00146_,9.125
_00544_,9.125
_00479_,9.12
_00568_,9.12
_02918_,9.12
_03543_,9.12
_00573_,9.115
_02583_,9.115
_02854_,9.115
_03381_,9.115
_03552_,9.115
_04433_,9.115
_04827_,9.115
_05027_,9.115
_05568_,9.115
_05698_,9.115
_06098_,9.115
_06350_,9.115
_06441_,9.115
_01813_,9.105
_03458_,9.1
_06292_,9.095
_02330_,9.09
_00952_,9.08
_04001_,9.08
_05060_,9.08
_05081_,9.08
_01363_,9.075
_02288_,9.075
_02864_,9.075
_03751_,9.075
_06474_,9.075
_02819_,9.07
_05710_,9.06
_01546_,9.055
_05104_,9.055
_01169_,9.04
_05974_,9.04
_01505_,9.035
_02116_,9.035
_04309_,9.035
_05618_,9.035
_06051_,9.035
_02067_,9.03
_05876_,9.03
_04380_,9.02
_03073_,9.015
_03482_,9.015
_04589_,9.01
_00136_,9.005
_00744_,9.005
_00786_,9.005
_00970_,9.005
_01202_,9.005
_00758_,8.995
_01154_,8.995
_02494_,8.995
_03127_,8.995
_03451_,8.995
_00738_,8.985
_03391_,8.985
_02484_,8.98
_02333_,8.975
_03284_,8.97
_03780_,8.96
dout[0],8.96
dout[23],8.96
dout[24],8.96
dout[3],8.96
dst_write,8.96
_04578_,8.955
_01434_,8.95
_03701_,8.95
_00245_,8.945
_00928_,8.94
_01081_,8.94
_01134_,8.94
_01136_,8.94
_01146_,8.94
_01564_,8.94
_02840_,8.94
_04457_,8.94
_05463_,8.94
_05741_,8.94
_00530_,8.935
_02423_,8.935
_00395_,8.92
_05265_,8.92
_03916_,8.915
_04212_,8.915
_05300_,8.915
_01946_,8.9
_06157_,8.9
_06223_,8.9
_06316_,8.9
_06459_,8.9
_00859_,8.895
_01630_,8.895
_02996_,8.895
_04788_,8.895
_02789_,8.88
_05659_,8.88
_116_\[31\],8.875
_03081_,8.87
_00403_,8.855
_00571_,8.84
din[26],8.84
din[7],8.84
_03860_,8.835
_05216_,8.835
_03237_,8.83
_03677_,8.83
_00103_,8.82
_01187_,8.815
_01720_,8.815
_01846_,8.815
_02203_,8.815
_02363_,8.815
_02780_,8.815
_05744_,8.815
_00394_,8.8
_02351_,8.795
_04089_,8.795
_06021_,8.795
_02245_,8.79
_03729_,8.79
_00547_,8.785
_01682_,8.775
_01926_,8.775
_02325_,8.775
_02340_,8.775
_02925_,8.775
_02961_,8.775
_03157_,8.775
_03326_,8.775
_04114_,8.775
_04165_,8.775
_04257_,8.775
_04659_,8.775
_04851_,8.775
_05226_,8.775
_05640_,8.775
_06394_,8.775
_06447_,8.775
_00986_,8.76
_01049_,8.76
_02548_,8.755
_04035_,8.75
_00975_,8.74
_05918_,8.74
_01465_,8.735
_03151_,8.735
_03186_,8.735
_04338_,8.735
_04598_,8.735
_05423_,8.735
_06364_,8.735
_03758_,8.73
_04248_,8.72
din[23],8.72
_02012_,8.715
_04874_,8.705
_00586_,8.7
_00838_,8.7
_00877_,8.7
_00938_,8.7
_01549_,8.695
_02152_,8.695
_02384_,8.695
_02555_,8.695
_03433_,8.695
_04937_,8.695
_05249_,8.695
_05252_,8.695
_05675_,8.695
_04230_,8.68
_02982_,8.675
_03240_,8.675
_04602_,8.675
_05794_,8.675
_00511_,8.67
_03784_,8.67
_00821_,8.665
_00891_,8.665
_00963_,8.665
_01009_,8.665
_01042_,8.665
_01198_,8.665
_03011_,8.66
_05752_,8.66
_01287_,8.655
_02193_,8.655
_02267_,8.655
_02467_,8.655
_02853_,8.655
_02963_,8.655
_03449_,8.655
_03796_,8.655
_05030_,8.655
_05074_,8.655
_05412_,8.655
_05546_,8.655
_05728_,8.655
_06408_,8.655
_06419_,8.655
_02989_,8.635
_03129_,8.625
_01433_,8.62
_01980_,8.62
_02342_,8.62
_04797_,8.62
_05019_,8.62
_05559_,8.62
_225_\[9\],8.62
_01744_,8.615
_01752_,8.615
_05782_,8.615
_06336_,8.615
_00884_,8.605
din[16],8.605
_05881_,8.595
_04299_,8.59
_03975_,8.585
_00145_,8.58
_00754_,8.58
_03465_,8.575
_03881_,8.575
_05781_,8.575
_03561_,8.57
_04651_,8.56
_04871_,8.56
_05820_,8.56
_03385_,8.555
_134_\[11\],8.555
_00120_,8.545
_00202_,8.545
_00207_,8.545
_00813_,8.545
_00909_,8.545
_00929_,8.545
_00956_,8.545
_01003_,8.545
_01097_,8.545
_01796_,8.54
_02430_,8.54
_02096_,8.535
_06018_,8.535
_122_\[26\],8.535
_00324_,8.525
_00643_,8.525
_01161_,8.52
_04876_,8.52
_05347_,8.515
_00375_,8.505
_04516_,8.5
_04544_,8.5
_06000_,8.5
_06295_,8.5
_03218_,8.49
_04670_,8.49
_01039_,8.48
_01073_,8.48
_01191_,8.48
_02832_,8.48
_03848_,8.48
_04500_,8.48
_04808_,8.48
_02747_,8.475
_122_\[17\],8.475
_124_\[15\],8.475
_128_\[11\],8.475
_130_\[4\],8.47
_00665_,8.46
_03096_,8.46
_01311_,8.455
_02238_,8.455
_02301_,8.455
_02393_,8.455
_138_\[20\],8.455
_05528_,8.45
_04048_,8.445
_04455_,8.44
_04890_,8.44
_04909_,8.44
_06026_,8.44
_122_\[22\],8.44
_03457_,8.435
_03713_,8.435
_05039_,8.435
_06486_,8.435
_03188_,8.43
_00559_,8.42
_00701_,8.42
_04802_,8.42
_02877_,8.415
_03580_,8.415
_00749_,8.4
_00142_,8.395
_00545_,8.395
_04586_,8.395
_04793_,8.395
_02038_,8.385
_01010_,8.38
_04092_,8.38
_02510_,8.375
_00669_,8.365
_00434_,8.355
_00629_,8.355
_01586_,8.355
_04679_,8.355
_04892_,8.355
_05171_,8.355
_05287_,8.355
_05405_,8.355
_05590_,8.355
_05979_,8.355
_06173_,8.355
_00681_,8.335
_02187_,8.33
_02211_,8.33
_00536_,8.325
_02426_,8.315
_02786_,8.315
_03067_,8.315
_03091_,8.315
_04118_,8.315
_04508_,8.315
_04556_,8.315
_05003_,8.315
_05070_,8.315
_05124_,8.315
_05127_,8.315
_06204_,8.315
_06413_,8.315
_120_\[11\],8.315
_01881_,8.31
_03814_,8.295
_04326_,8.295
_04209_,8.285
_00844_,8.28
_05828_,8.28
_00248_,8.275
_01945_,8.275
_04619_,8.275
_04674_,8.275
_04807_,8.275
_04975_,8.275
_05334_,8.275
_06439_,8.275
_04276_,8.25
_04719_,8.25
_00480_,8.245
_03682_,8.24
_03992_,8.24
_05208_,8.24
_01560_,8.235
_01793_,8.235
_01878_,8.235
_02837_,8.235
_03038_,8.235
_03453_,8.235
_03483_,8.235
_03941_,8.235
_05131_,8.235
_06058_,8.235
_06353_,8.235
_237_\[14\],8.235
_04377_,8.23
_02206_,8.21
_00130_,8.205
_00134_,8.205
_00593_,8.205
_00707_,8.205
_00732_,8.205
_00759_,8.205
_00771_,8.205
_00811_,8.205
_00865_,8.205
_00922_,8.205
_00926_,8.205
_00960_,8.205
_01008_,8.205
_01013_,8.205
_01040_,8.205
_01085_,8.205
_01092_,8.205
_01158_,8.205
_04233_,8.2
_00423_,8.195
_01111_,8.195
_01352_,8.195
_01717_,8.195
_01958_,8.195
_02888_,8.195
_02954_,8.195
_03703_,8.195
_03712_,8.195
_03737_,8.195
_04957_,8.195
_06215_,8.195
_06460_,8.195
_00205_,8.175
_05258_,8.175
_06236_,8.175
_04584_,8.165
_01992_,8.16
_05121_,8.16
_05837_,8.16
_00173_,8.155
_00867_,8.155
_01076_,8.155
_02390_,8.155
_03289_,8.155
_04859_,8.155
_05052_,8.155
_05574_,8.155
_05760_,8.155
_06081_,8.155
_06160_,8.155
_06170_,8.155
_06369_,8.155
_06370_,8.155
_02273_,8.14
_04759_,8.14
_122_\[30\],8.135
_00774_,8.115
_01245_,8.115
_03614_,8.115
_04020_,8.115
_00227_,8.11
_00221_,8.105
_00242_,8.105
_00817_,8.105
_03121_,8.1
_04690_,8.1
_05034_,8.1
_05457_,8.1
_00348_,8.095
_00413_,8.095
_00564_,8.095
_01773_,8.095
_03411_,8.095
_06036_,8.095
_06186_,8.095
_00339_,8.075
_02280_,8.075
_02906_,8.075
_02120_,8.07
_00888_,8.065
_01109_,8.06
_03619_,8.06
_03795_,8.055
_05487_,8.055
_04754_,8.045
_01861_,8.04
_04967_,8.04
dout[31],8.04
_01735_,8.03
_01912_,8.03
_00792_,8.025
dout[20],8.025
_00238_,8.02
_00719_,8.02
_00983_,8.02
_01102_,8.02
_00430_,8.01
_04588_,8.01
_01034_,8.005
_00212_,8
_02251_,7.995
_06030_,7.995
_00642_,7.98
_02728_,7.98
_03246_,7.98
_03865_,7.98
_06436_,7.98
_138_\[15\],7.98
_01488_,7.975
_01938_,7.965
_05951_,7.965
_04931_,7.96
_01228_,7.955
_03311_,7.955
_04541_,7.955
_01733_,7.95
_03107_,7.945
_06052_,7.945
_01882_,7.935
_05113_,7.935
_00819_,7.92
_01396_,7.92
_01126_,7.91
_02200_,7.91
_03071_,7.91
_03706_,7.91
_03892_,7.91
_06029_,7.91
_02257_,7.905
_01364_,7.895
_01383_,7.895
_01514_,7.895
_02575_,7.895
_03601_,7.895
_04745_,7.895
_04811_,7.895
_05096_,7.895
_05644_,7.895
_06319_,7.895
_06448_,7.895
_04800_,7.89
_01175_,7.88
_00302_,7.875
_06197_,7.875
_00175_,7.865
_00275_,7.865
_00393_,7.865
_00542_,7.865
_00600_,7.865
_00722_,7.865
_00398_,7.86
_04804_,7.86
_00337_,7.855
_00406_,7.855
_00920_,7.855
_01397_,7.855
_01585_,7.855
_01928_,7.855
_02336_,7.855
_02744_,7.855
_03066_,7.855
_03588_,7.855
_03808_,7.855
_03843_,7.855
_04941_,7.855
_05165_,7.855
_05174_,7.855
_05177_,7.855
_05755_,7.855
_05989_,7.855
_06077_,7.855
_06087_,7.855
_06119_,7.855
_06187_,7.855
_06446_,7.855
_124_\[14\],7.855
_122_\[13\],7.845
_00314_,7.835
_01779_,7.835
_00229_,7.82
_00264_,7.82
_00402_,7.82
_00450_,7.82
_00724_,7.82
_00870_,7.82
_00250_,7.815
_01104_,7.815
_02163_,7.815
_03352_,7.815
_05213_,7.815
_06195_,7.815
_06304_,7.815
_06466_,7.815
_03143_,7.785
_03319_,7.785
_04348_,7.785
_00341_,7.78
_00942_,7.78
_02036_,7.78
_02387_,7.78
_01149_,7.775
_01389_,7.775
_02949_,7.775
_03114_,7.775
_06209_,7.775
_06445_,7.775
_02956_,7.77
_00351_,7.765
_05243_,7.76
_02338_,7.755
_02898_,7.755
_05138_,7.755
_00833_,7.75
_03488_,7.75
_01504_,7.735
_01898_,7.735
_01903_,7.735
_02739_,7.735
_02971_,7.735
_03061_,7.735
_03234_,7.735
_03743_,7.735
_04656_,7.735
_05013_,7.735
_05150_,7.735
_05322_,7.735
_05367_,7.735
_05670_,7.735
_06117_,7.735
_06184_,7.735
_06257_,7.735
_06389_,7.735
_06418_,7.735
_04084_,7.72
_03650_,7.715
_05585_,7.715
_02367_,7.71
_00201_,7.7
_00720_,7.7
_02025_,7.7
_02863_,7.7
_05125_,7.7
_05351_,7.7
_05956_,7.7
_05960_,7.7
din[0],7.685
_00647_,7.68
_01641_,7.68
_05026_,7.68
_02136_,7.66
_04711_,7.66
_01963_,7.655
_04016_,7.655
_01515_,7.64
_02812_,7.64
_06317_,7.64
_04376_,7.635
_05442_,7.635
_05807_,7.635
_06253_,7.635
_04131_,7.63
_05272_,7.63
_00438_,7.62
_03857_,7.62
_02391_,7.615
_03222_,7.615
_03104_,7.61
_00809_,7.6
_00858_,7.6
_02080_,7.58
_05340_,7.58
_05582_,7.58
_06082_,7.58
_06092_,7.58
_06097_,7.58
_06105_,7.58
_06125_,7.58
_06180_,7.58
_06233_,7.58
_06234_,7.58
_06235_,7.58
_06299_,7.58
_06309_,7.58
_06345_,7.58
_06395_,7.58
_06469_,7.58
_06484_,7.58
_01463_,7.57
_04895_,7.57
_06300_,7.57
_06444_,7.57
_225_\[8\],7.57
_237_\[24\],7.57
_02566_,7.56
_04509_,7.56
_02233_,7.555
_02717_,7.555
_02952_,7.555
_02239_,7.55
_02571_,7.55
_05169_,7.55
_03168_,7.535
_03388_,7.535
_04119_,7.535
_04149_,7.535
_01730_,7.53
_01125_,7.52
_01800_,7.52
_02694_,7.52
_06361_,7.52
_126_\[2\],7.52
_01919_,7.515
_02046_,7.515
_06040_,7.505
_02796_,7.5
_02133_,7.495
_04768_,7.495
_246_\[27\],7.495
_02757_,7.49
_00464_,7.485
_00918_,7.46
_02401_,7.46
_00426_,7.455
_01869_,7.445
_00112_,7.44
_03004_,7.44
_04111_,7.44
_00418_,7.435
_00698_,7.435
_01771_,7.435
_02541_,7.435
_03373_,7.435
_03818_,7.435
_03845_,7.435
_05647_,7.435
_06002_,7.435
_00889_,7.42
_06383_,7.42
_02091_,7.415
_04611_,7.415
_06047_,7.415
_03303_,7.41
_246_\[28\],7.41
_01290_,7.405
_00957_,7.4
_00987_,7.4
_01145_,7.4
_01567_,7.395
_01666_,7.395
_01754_,7.395
_02528_,7.395
_02737_,7.395
_02895_,7.395
_03001_,7.395
_03009_,7.395
_03024_,7.395
_03150_,7.395
_03190_,7.395
_03378_,7.395
_04284_,7.395
_04460_,7.395
_05204_,7.395
_05387_,7.395
_05390_,7.395
_06093_,7.395
_06102_,7.395
_06146_,7.395
_02948_,7.39
_04015_,7.39
_124_\[22\],7.385
_03418_,7.375
_00621_,7.365
_00172_,7.36
_00347_,7.36
_00352_,7.36
_00972_,7.36
_01079_,7.36
_01176_,7.36
_02767_,7.345
dout[11],7.345
src_read,7.345
_05286_,7.33
_00291_,7.32
_03471_,7.32
_00546_,7.315
_01978_,7.315
_02008_,7.315
_03598_,7.315
_03725_,7.315
_04216_,7.315
_04813_,7.315
_05435_,7.315
_05537_,7.315
_05910_,7.315
_05938_,7.315
_06171_,7.315
_06239_,7.315
_06360_,7.315
_06414_,7.315
_02191_,7.31
_03135_,7.31
_02321_,7.295
_05880_,7.295
_03717_,7.29
_03749_,7.29
_02530_,7.28
_00429_,7.275
_01784_,7.275
_02969_,7.275
_03034_,7.275
_03835_,7.275
_04583_,7.275
_04803_,7.275
_04982_,7.275
_05253_,7.275
_05632_,7.275
_02995_,7.27
_05271_,7.255
din[15],7.245
din[20],7.245
_00856_,7.24
_00924_,7.24
_03783_,7.24
_05708_,7.24
_00831_,7.23
_00921_,7.23
_04115_,7.23
din[29],7.225
_00680_,7.22
_00470_,7.215
_130_\[29\],7.215
_136_\[25\],7.215
_00428_,7.2
_00965_,7.2
_01174_,7.2
_03139_,7.195
_05275_,7.195
_00243_,7.18
_04487_,7.18
_06264_,7.18
_00160_,7.175
_00183_,7.175
_05532_,7.175
_05566_,7.175
_05792_,7.17
_01162_,7.165
_05874_,7.155
_03297_,7.15
_05541_,7.15
_05705_,7.15
_00628_,7.145
_00755_,7.14
_03153_,7.135
_00615_,7.125
din[13],7.125
_01029_,7.12
_02624_,7.12
_05250_,7.12
_126_\[4\],7.105
_00521_,7.1
_01087_,7.1
_01189_,7.1
_03056_,7.1
_03325_,7.1
_01451_,7.095
_04189_,7.095
_225_\[17\],7.095
_03269_,7.09
_00420_,7.08
_00502_,7.075
_04125_,7.075
_02914_,7.07
_03646_,7.07
_01843_,7.06
_04689_,7.06
_05299_,7.06
_01004_,7.055
_04412_,7.055
_05235_,7.055
_01172_,7.04
_06031_,7.035
_05575_,7.03
_00604_,7.025
_00141_,7.02
_03475_,7.015
din[18],7.005
din[9],7.005
_00159_,7
_00318_,7
_00808_,7
_01691_,7
_02347_,7
_06410_,6.98
_00211_,6.975
_01860_,6.975
_02524_,6.975
_02746_,6.975
_03505_,6.975
_04065_,6.975
_04367_,6.975
_04459_,6.975
_04643_,6.975
_05887_,6.975
_06306_,6.975
_00179_,6.965
_00497_,6.96
_00595_,6.96
_03970_,6.96
_01839_,6.955
_02950_,6.955
_03617_,6.955
_04697_,6.955
_05637_,6.955
_05866_,6.955
_00149_,6.94
_02082_,6.935
_02576_,6.935
_03566_,6.935
_04267_,6.935
_04688_,6.935
_04753_,6.935
_04776_,6.935
_04801_,6.935
_04944_,6.935
_05098_,6.935
_05119_,6.935
_05163_,6.935
_05188_,6.935
_05787_,6.935
